WID,WELL_NAME,WELL_S_NAM,ELEVATION,DEPTH_m,ID_NQN,LATITUDE,LONGITUDE,F_ID,RID,Geometry_ID,OP_ID,ST_ID,FM_ID
0,PEL.Nq.BoMo-14,BoMo-14,544.1,2805,A087,-38.14176014,-68.28363303,4,0,0,17,1,22
1,PPC.Nq.EC-2,EC-2,536.7,2607,A087,-37.87344702,-68.44036744,4,0,0,17,0,22
2,PPC.Nq.EC-4,EC-4,555.6,2585,A087,-37.95364471,-68.44760234,4,1,0,17,1,23
3,PPC.Nq.EC-7,EC-7,527.1,2451,A087,-37.88423618,-68.43573887,0,0,0,17,1,19
4,PPC.Nq.EC-10,EC-10,537.4,2648,A087,-37.96340915,-68.43183347,4,0,0,17,2,22
5,PPC.Nq.EC-11,EC-11,477.5,2225,A087,-37.89789323,-68.44689036,4,0,0,17,2,23
6,PPC.Nq.EC-22,EC-22,531,2133,A087,-37.88346001,-68.4430198,0,0,0,17,0,19
7,PPC.Nq.EC-25,EC-25,533.4,2128,A087,-37.87934942,-68.43122952,0,0,0,17,1,19
8,PPC.Nq.EL-1A,EL-1A,521.6,603,A087,-38.00731374,-68.36709395,0,0,0,17,2,8
9,PC.Nq.EL-2,EL-2,463.1,2663,A087,-38.04347746,-68.30966401,0,0,0,17,1,19
10,PNR.Nq.PL-1038,PL-1038,634.8,1650,A009,-38.80757577,-69.07497345,3,0,0,25,0,7
11,PNR.Nq.PL-1044,PL-1044,636.8,1659,A009,-38.80874414,-69.07032629,3,0,0,25,0,7
12,PNR.Nq.LNN-9,LNN-9,786.1,1614,A120,-38.87972963,-69.43715245,3,0,0,15,0,7
13,PNR.Nq.LNN-12,LNN-12,798.6,1540,A120,-38.88417723,-69.44065913,4,0,0,15,2,13
14,PNR.Nq.LNN-15,LNN-15,803.7,1503,A120,-38.88600846,-69.44243413,4,0,0,15,1,16
15,PNR.Nq.LNN-5,LNN-5,778.5,1580,A120,-38.87870373,-69.43382243,3,0,0,15,0,7
16,PNR.Nq.LNN-11,LNN-11,797.8,1510,A120,-38.88637195,-69.43283068,4,0,0,15,1,13
17,QCO.Nq.Gu-1028,Gu-1028,626.5,2855,A011,-38.86733288,-69.28273441,4,0,0,2,0,16
18,PNR.Nq.Gu-1082,Gu-1082,584.9,1600,A011,-38.86847638,-69.20979712,4,0,0,2,2,13
19,QCO.Nq.Gu-1042,Gu-1042,585.5,1592,A011,-38.87076851,-69.20564216,4,0,0,2,2,13
20,QCO.Nq.Gu-1A,Gu-1A,583.9,268,A011,-38.86455161,-69.2079698,4,0,0,2,0,7
21,YPF.Nq.NL.a-30,NL-30,775.6,1251,A120,-38.92621743,-69.42281858,3,0,0,15,0,7
22,PNR.Nq.NL-41,NL-41,739.8,1372,A120,-38.89791029,-69.39901893,1,0,0,15,1,16
23,YPF.Nq.NL-7,NL-7,703.6,1176,A120,-38.90199418,-69.34796798,3,0,0,15,0,7
24,YPF.Nq.NL-17,NL-17,759.3,1129,A120,-38.89310541,-69.34760439,3,0,0,15,0,7
25,YPF.Nq.NL-16,NL-16,766.9,1171,A120,-38.89426657,-69.34584118,1,0,0,15,0,16
26,CHA.Nq.NL-39,NL-39,730.3,1575,A120,-38.91635763,-69.39549557,1,0,0,15,1,13
27,YPF.Nq.NL-31,NL-31,748.1,1216,A120,-38.90664386,-69.40288067,4,0,0,15,2,16
28,YPF.Nq.NL-35,NL-35,738.1,1319,A120,-38.90911227,-69.39713187,3,0,0,15,0,7
29,YPF.Nq.NL-32,NL-32,729.2,1244,A120,-38.90253394,-69.37382036,1,0,0,15,2,16
30,CHA.Nq.NL-38,NL-38,727.7,2145,A120,-38.90281892,-69.36281089,4,0,0,15,1,13
31,QCO.Nq.Gu-1035,Gu-1035,587.2,1573,A011,-38.87100028,-69.2021529,4,0,0,2,2,16
32,PNR.Nq.Gu-1081,Gu-1081,589,1575,A011,-38.87302942,-69.2027098,1,0,0,2,2,13
33,YPF.Nq.E.es-14,E.es-14,834.4,721,A012,-39.0181537,-69.49651809,3,0,0,15,0,7
34,YPF.Nq.NQ-1017,NQ-1017,381.8,1235,A012,-39.08196309,-68.80447486,4,0,0,15,2,10
35,YPF.Nq.NQ-16,NQ-16,388.6,1216,A012,-39.07594298,-68.8166868,4,0,0,15,2,10
36,YPF.Nq.NQ-47,NQ-47,384.9,1193,A012,-39.08248166,-68.78914569,4,0,0,15,2,10
37,BRI.Nq.NQ-1009,NQ-1009,392.1,1267,A012,-39.07864933,-68.77206768,4,0,0,15,2,10
38,BRI.Nq.NQ-1006,NQ-1006,388,1242,A012,-39.07809374,-68.77551469,4,0,0,15,1,13
39,BRI.Nq.NQ-1011,NQ-1011,376.4,1269,A012,-39.08304308,-68.77319788,0,0,0,15,2,10
40,PNR.Nq.NQ-1040,NQ-1040,383.8,1300,A012,-39.0558996,-68.7855473,4,0,0,15,1,16
41,YPF.Nq.Me-1,Me-1,351.72,1999,A029,-39.11736686,-68.66725726,3,0,0,99,0,7
42,PNR.Nq.BBG-38,BBG-38,584.1,1750,A011,-38.84945088,-69.10629846,3,0,0,2,0,7
43,PNR.Nq.NE-32,NE-32,584.5,1100,A011,-38.83633448,-69.00339013,4,0,0,2,2,13
44,CHA.Nq.PL-1027,PL-1027,592.4,1352,A011,-38.81829777,-69.05327036,4,0,0,2,1,13
45,CHA.Nq.PL-1014,PL-1014,599.3,1460,A011,-38.81314821,-69.06402794,4,0,0,2,2,13
46,CHA.Nq.PL-1013,PL-1013,602.3,1371,A011,-38.81353155,-69.06115171,4,0,0,2,2,13
47,PNR.Nq.PL-1046,PL-1046,594.1,1418,A011,-38.81103941,-69.06197143,4,0,0,2,1,13
48,PNR.Nq.BEE.dr-13,BEE.dr-13,592.9,942,A070,-39.11762409,-69.10800808,7,0,0,15,1,13
49,PNR.Nq.BEE-12,BEE-12,636.4,1630,A070,-39.15798747,-69.09994933,4,0,0,15,2,13
50,PNR.Nq.H-129,H-129,638.7,1150,A068,-38.91179055,-69.26771567,4,0,0,2,1,13
51,SOA.Nq.H-91,H-91,632,980,A068,-38.91401411,-69.26076822,3,0,0,2,0,7
52,SOA.Nq.H-66,H-66,638.8,775,A068,-38.91506572,-69.25880863,3,0,0,2,0,7
53,SOA.Nq.H-64,H-64,642.1,797,A068,-38.91530332,-69.25595783,3,0,0,2,0,7
54,SOA.Nq.H-79,H-79,633.7,740,A068,-38.91625186,-69.26191397,3,0,0,2,0,7
55,SOA.Nq.H-81,H-81,628.2,725,A068,-38.91639138,-69.26482853,3,0,0,2,0,7
56,CHA.Nq.H-112,H-112,631.4,1150,A068,-38.91743255,-69.26737248,4,0,0,2,0,16
57,SOA.Nq.H-98,H-98,636.5,975,A068,-38.9164919,-69.27402295,3,0,0,2,0,7
58,SOA.Nq.H-61,H-61,625.5,756,A068,-38.8970465,-69.24899357,4,0,0,2,0,16
59,SOA.Nq.H-60,H-60,633.3,762,A068,-38.8982701,-69.25151422,4,0,0,2,0,16
60,SOA.Nq.H-59,H-59,638.8,770,A068,-38.90018455,-69.25448013,4,0,0,2,0,16
61,SOA.Nq.H-86,H-86,632.6,777,A068,-38.90007334,-69.25118273,4,0,0,2,0,16
62,SOA.Nq.H-100,H-100,626.7,800,A068,-38.89932989,-69.2497588,3,0,0,2,0,7
63,PNR.Nq.H-148,H-148,621,950,A068,-38.89846157,-69.24711122,4,0,0,2,1,16
64,PNR.Nq.H-146,H-146,621.5,1105,A068,-38.90063852,-69.24655955,4,0,0,2,1,16
65,AST.Nq.AH-1005,AH-1005,632.8,867,A068,-38.90245696,-69.24967507,4,0,0,2,1,13
66,SOA.Nq.H-44,H-44,634.2,765,A068,-38.912548,-69.23028844,4,0,0,2,0,16
67,SOA.Nq.H-45,H-45,633.3,764,A068,-38.91298001,-69.23449987,4,0,0,2,0,16
68,YPF.Nq.Dro-1,Dro-1,507.3,999999,A024,-38.90097718,-68.87295415,4,0,0,15,2,7
69,YPF.Nq.G-8,G-8,522.61,796.5,A024,-38.8959716,-68.87137153,1,0,0,15,0,7
70,YPF.Nq.G-10,G-10,611.59,564,A024,-38.88570684,-68.9049926,1,0,0,15,0,7
71,YPF.Nq.G-4,G-4,605.97,319,A024,-38.89821613,-68.9242971,3,0,0,15,0,7
72,YPF.Nq.G-30,G-30,536.2,255,A024,-38.88822407,-68.95443266,1,0,0,15,0,7
73,YPF.Nq.G-11,G-11,549.4,461,A024,-38.88935492,-68.96231488,1,0,0,15,0,7
74,YPF.Nq.G-32,G-32,571.9,264,A024,-38.89377186,-68.94177121,1,0,0,15,0,7
75,SOA.Nq.NG-2,NG-2,546.9,254,A024,-38.88535778,-68.97211941,1,0,0,15,2,7
76,YPF.Nq.G-9,G-9,637.63,320,A024,-38.88963162,-68.98952964,1,0,0,15,0,7
77,YPF.Nq.AC-18,AC-18,821.1,1288,A020,-38.98034023,-69.67098633,4,0,0,15,2,22
78,YPF.Nq.AC-21,AC-21,823.9,1273,A020,-38.98312433,-69.66803857,4,0,0,15,2,13
79,YPF.Nq.AC-27,AC-27,822.7,1257,A020,-38.98090852,-69.67554784,4,0,0,15,0,13
80,YPF.Nq.AC-30,AC-30,826.2,1272,A020,-38.98649392,-69.66970567,4,0,0,15,1,13
81,YPF.Nq.AC-40,AC-40,828.4,1260,A020,-38.98592628,-69.66516424,4,0,0,15,2,13
82,YPF.Nq.AC-17,AC-17,832.9,1335,A020,-38.98461748,-69.67786725,4,0,0,15,2,13
83,YPF.Nq.AC-36,AC-36,841.6,1285,A020,-38.98819597,-69.68338288,4,0,0,15,2,13
84,YPF.Nq.AC-45,AC-45,873.7,1314,A020,-38.99445758,-69.70781622,4,0,0,15,2,13
85,YPF.Nq.AC-6,AC-6,871.8,1384,A020,-38.99414818,-69.71508543,4,0,0,15,2,13
86,YPF.Nq.AC-3,AC-3,850.6,1378,A020,-38.98705609,-69.71035162,3,0,0,15,0,7
87,PLU.Nq.AC-1004,AC-1004,860,1359,A020,-38.98268006,-69.71466129,4,0,0,15,2,13
88,YPF.Nq.AC-43,AC-43,848.8,1286,A020,-38.98552775,-69.71201911,4,0,0,15,1,13
89,YPF.Nq.AC-67,AC-67,839.6,1305,A020,-38.98080747,-69.7174366,4,0,0,15,0,13
90,AEC.Nq.AC-2003,AC-2003,869.7,3325,A020,-38.99135363,-69.73253891,1,0,0,15,1,13
91,YPF.Nq.AC-33,AC-33,835.4,1277,A020,-38.97983304,-69.69214475,4,0,0,15,2,13
92,YPF.Nq.AC-66,AC-66,846.5,1489,A020,-38.98271199,-69.76290411,1,0,0,15,0,13
93,PLU.Nq.AC-1008,AC-1008,856.3,1410,A020,-39.00002128,-69.70032081,4,0,0,15,2,7
94,YPF.Nq.AC-65,AC-65,866.1,1384,A020,-38.99602512,-69.69560294,3,0,0,15,0,7
95,YPF.Nq.AC-55,AC-55,849.9,1277,A020,-38.99168862,-69.68521827,4,0,0,15,2,13
96,YPF.Nq.AC-69,AC-69,853.4,1302,A020,-38.99002374,-69.69700604,1,0,0,15,2,13
97,YPF.Nq.AC-42,AC-42,831.7,1284,A020,-38.9898507,-69.67135143,4,0,0,15,2,13
98,YPF.Nq.AC-8,AC-8,839.1,1377,A020,-38.98345947,-69.69125508,4,0,0,15,2,7
99,YPF.Nq.AC-62,AC-62,840.1,1302,A020,-38.98038159,-69.71023861,4,0,0,15,2,13
100,YPF.Nq.AC-64,AC-64,848.3,1348,A020,-38.98364919,-69.73324272,4,0,0,15,2,13
101,YPF.Nq.AC-5,AC-5,855.9,1320,A020,-38.98706791,-69.72021698,4,0,0,15,2,13
102,YPF.Nq.CL-16,CL-16,610,1857,A143,-39.28955621,-69.72122345,4,0,0,11,1,18
103,YPF.Nq.CL-29,CL-29,650.1,1326,A012,-39.24188011,-69.61887134,3,0,0,15,0,7
104,YPF.Nq.CL-21,CL-21,642.7,1283,A012,-39.24368466,-69.61405448,4,0,0,15,2,18
105,YPF.Nq.CL-28,CL-28,642.2,1304,A012,-39.24182016,-69.60943989,4,0,0,15,2,13
106,YPF.Nq.CL-30,CL-30,640.8,1349,A012,-39.24508846,-69.62256728,3,0,0,15,0,7
107,YPF.Nq.CL-10,CL-10,641,1295,A012,-39.24382613,-69.60479771,4,0,0,15,2,18
108,YPF.Nq.CL-7,CL-7,642.3,1303,A012,-39.24387179,-69.60061086,4,0,0,15,2,18
109,YPF.Nq.CL-9,CL-9,641.2,1330,A012,-39.24073354,-69.59838762,0,0,0,15,2,18
110,YPF.Nq.CL-6,CL-6,653.6,1301,A012,-39.24071025,-69.59375264,4,0,0,15,2,18
111,YPF.Nq.CL-2,CL-2,633.8,1302,A012,-39.24387983,-69.59599609,0,0,0,15,2,18
112,YPF.Nq.CL-8,CL-8,637.9,1324,A012,-39.24446735,-69.59140634,4,0,0,15,2,18
113,YPF.Nq.CL-12,CL-12,639.4,1337,A012,-39.24701112,-69.59346316,3,0,0,15,0,7
114,YPF.Nq.CL-11,CL-11,643.4,1370,A012,-39.24380215,-69.58660455,4,0,0,15,0,18
115,PNR.Nq.CL-1017,CL-1017,650,1353,A012,-39.23296108,-69.60509343,4,0,0,15,1,13
116,BRI.Nq.CL-1002,CL-1002,648.2,1357,A012,-39.2379609,-69.60120264,4,0,0,15,2,18
117,YPF.Nq.CL-17,CL-17,663.7,1302,A012,-39.2373908,-69.59143077,4,0,0,15,2,18
118,PNR.Nq.LFO-4,LFO-4,529.9,1090,A012,-39.16863157,-68.8368787,4,0,0,15,2,13
119,YPF.Nq.AQ-17,AQ-17,429.3,1229,A012,-39.07785389,-68.89290538,3,0,0,15,0,7
120,YPF.Nq.AQ-16,AQ-16,428.7,1220,A012,-39.08015213,-68.89019175,4,0,0,15,2,13
121,YPF.Nq.AQ-33,AQ-33,426.7,1210,A012,-39.07962268,-68.88618463,3,0,0,15,0,7
122,YPF.Nq.AQ-32,AQ-32,424.2,1221,A012,-39.08197046,-68.88358516,4,0,0,15,2,13
123,YPF.Nq.AQ-15,AQ-15,429.9,1218,A012,-39.08254955,-68.88755414,4,0,0,15,2,13
124,YPF.Nq.AQ-6,AQ-6,432.3,1217,A012,-39.08323812,-68.89209561,4,0,0,15,2,13
125,YPF.Nq.AQ-11,AQ-11,439.3,1228,A012,-39.0842856,-68.89900339,4,0,0,15,2,13
126,YPF.Nq.AQ-10,AQ-10,434.4,1228,A012,-39.08628683,-68.89669735,4,0,0,15,2,13
127,YPF.Nq.AQ-24,AQ-24,432.5,1231,A012,-39.08919038,-68.89430075,4,0,0,15,2,13
128,YPF.Nq.AQ-22,AQ-22,443.2,1237,A012,-39.09016924,-68.90230364,3,0,0,15,0,7
129,YPF.Nq.AQ-30,AQ-30,437.7,1239,A012,-39.09429415,-68.89288791,4,0,0,15,2,13
130,YPF.Nq.AQ-35,AQ-35,430.3,1228,A012,-39.0939256,-68.88877051,4,0,0,15,2,13
131,YPF.Nq.AQ-14,AQ-14,423.4,1219,A012,-39.08497859,-68.88484686,4,0,0,15,2,13
132,YPF.Nq.AQ-31,AQ-31,424.3,1220,A012,-39.08785507,-68.88611068,4,0,0,15,1,13
133,YPF.Nq.AQ-34,AQ-34,429.3,1219,A012,-39.09094046,-68.88744574,4,0,0,15,2,13
134,YPF.Nq.NQ-36,NQ-36,388.9,1218,A012,-39.08810689,-68.77891224,4,0,0,15,2,10
135,YPF.Nq.NQ-37,NQ-37,387.3,1198,A012,-39.08757305,-68.77554947,4,0,0,15,2,10
136,YPF.Nq.NQ-42,NQ-42,378.8,1190,A012,-39.08297171,-68.77672413,4,0,0,15,2,10
137,YPF.Nq.NQ-43,NQ-43,383.8,1193,A012,-39.08555064,-68.77783744,0,0,0,15,2,10
138,YPF.Nq.NQ-44,NQ-44,384,1196,A012,-39.08606191,-68.78124853,4,0,0,15,2,10
139,YPF.Nq.NQ-45,NQ-45,383.9,1196,A012,-39.0840544,-68.78350724,4,0,0,15,2,10
140,BRI.Nq.NQ-1005,NQ-1005,390.2,1232,A012,-39.07728041,-68.77911036,4,0,0,15,1,13
141,BRI.Nq.NQ-1001,NQ-1001,384.3,1220,A012,-39.08100377,-68.78397092,4,0,0,15,2,13
142,BRI.Nq.NQ-1003,NQ-1003,384.9,1230,A012,-39.08031688,-68.79156154,4,0,0,15,2,10
143,PNR.Nq.NQ-1046,NQ-1046,387.7,1300,A012,-39.07585979,-68.79775142,4,0,0,15,2,18
144,PNR.Nq.NQ-1043,NQ-1043,328.8,1300,A012,-39.07600476,-68.79447412,4,0,0,15,2,13
145,BRI.Nq.NQ-1012,NQ-1012,386.7,1245,A012,-39.08011965,-68.79506153,4,0,0,15,2,13
146,BRI.Nq.NQ-1016,NQ-1016,385.5,1283,A012,-39.07869349,-68.798159,4,0,0,15,2,10
147,BRI.Nq.NQ-13,NQ-13,388.6,1275,A012,-39.07448803,-68.80634851,4,0,0,15,2,10
148,YPF.Nq.NQ-10,NQ-10,410.1,1245,A012,-39.06782536,-68.80963356,4,0,0,15,2,10
149,YPF.Nq.NQ-22,NQ-22,407.5,1236,A012,-39.06830557,-68.81305378,4,0,0,15,2,10
150,YPF.Nq.NQ-12,NQ-12,394.9,1221,A012,-39.07241972,-68.80858697,4,0,0,15,2,10
151,YPF.Nq.NQ-14,NQ-14,399.3,1221,A012,-39.06941334,-68.80399435,4,0,0,15,2,10
152,YPF.Nq.NQ-9,NQ-9,409.3,1234,A012,-39.06479643,-68.80505092,4,0,0,15,2,10
153,YPF.Nq.NQ-15,NQ-15,405.6,1228,A012,-39.06685712,-68.80280295,4,0,0,15,2,10
154,YPF.Nq.NQ-5,NQ-5,409.5,1238,A012,-39.06734508,-68.80623272,4,0,0,15,0,10
155,YPF.Nq.NQ-6,NQ-6,414.7,1240,A012,-39.06527673,-68.80844196,0,0,0,15,2,10
156,YPF.Nq.NQ-21,NQ-21,416.8,1236,A012,-39.06576452,-68.81187169,4,0,0,15,2,10
157,YPF.Nq.NQ-17,NQ-17,411.1,1235,A012,-39.06020211,-68.80610728,4,0,0,15,2,7
158,YPF.Nq.NQ-18,NQ-18,412.6,1239,A012,-39.0627432,-68.8072794,4,0,0,15,2,10
159,YPF.Nq.NQ-7,NQ-7,419.7,1245,A012,-39.06320838,-68.81068007,4,0,0,15,2,10
160,PNR.Nq.NQ-1019,NQ-1019,401.8,1350,A012,-39.07111452,-68.79861554,4,0,0,15,2,10
161,YPF.Nq.Gu-22,Gu-22,621,1603,A011,-38.86270205,-69.28257059,3,0,0,2,0,7
162,YPF.Nq.Gu-20,Gu-20,627.3,1660,A011,-38.85334168,-69.28112109,3,0,0,2,0,7
163,ESO.Nq.Gu-2,Gu-2,621.8,1891,A011,-38.84641895,-69.27205945,3,0,0,2,0,7
164,YPF.Nq.NZ-3,NZ-3,661.1,846,A028,-38.94257732,-69.27469562,3,0,0,99,0,7
165,YPF.Nq.NZ-1,NZ-1,656.3,1082,A028,-38.94060677,-69.26662697,3,0,0,99,0,7
166,YPF.Nq.EC-3,EC-3,627,428,A028,-38.94557139,-69.23582103,3,0,0,99,0,7
167,CHA.Nq.NI-71,NI-71,700,1575,A120,-38.92880035,-69.32645072,4,0,0,15,2,16
168,YPF.Nq.NI-62,NI-62,602.3,976,A120,-38.92679921,-69.31733645,3,0,0,15,0,7
169,YPF.Nq.NI-50,NI-50,661.9,1235,A120,-38.92687292,-69.30488535,1,0,0,15,1,16
170,YPF.Nq.NI-38,NI-38,661.3,768,A120,-38.91647284,-69.29910883,4,0,0,15,2,16
171,YPF.Nq.NI-32,NI-32,657.1,754,A120,-38.91569329,-69.29490386,4,0,0,15,2,16
172,PNR.Nq.NI-74,NI-74,657.7,1200,A120,-38.92439978,-69.29745604,1,0,0,15,1,13
173,YPF.Nq.NI-42,NI-42,660.2,752,A120,-38.91800899,-69.3005937,3,0,0,15,0,7
174,YPF.Nq.NI-39,NI-39,656.9,752,A120,-38.91817688,-69.29833787,4,0,0,15,2,16
175,YPF.Nq.NI-52,NI-52,655.4,752,A120,-38.92098604,-69.30120285,4,0,0,15,2,7
176,YPF.Nq.NI-53,NI-53,656.5,1120,A120,-38.9223398,-69.30268708,4,0,0,15,2,7
177,YPF.Nq.NI-64,NI-64,646.4,1060,A120,-38.9222195,-69.28611168,3,0,0,15,0,7
178,YPF.Nq.NI-40,NI-40,655.5,752,A120,-38.9184463,-69.29597869,4,0,0,15,2,16
179,YPF.Nq.NI-34,NI-34,657.3,771,A120,-38.91719364,-69.29454695,4,0,0,15,2,16
180,ESO.Nq.Gu-3,Gu-3,608.6,1690,A011,-38.85106084,-69.2552654,4,0,0,2,2,16
181,QCO.Nq.Gu-1024,Gu-1024,617,1658,A011,-38.85040583,-69.24948534,4,0,0,2,2,16
182,ESO.Nq.Gu-1,Gu-1,609.7,1750,A011,-38.84869304,-69.2467516,4,0,0,2,2,16
183,QCO.Nq.Gu-1005,Gu-1005,598.7,1617,A011,-38.855875,-69.22192439,4,0,0,2,0,16
184,QCO.Nq.Gu-1009,Gu-1009,600,1597,A011,-38.85647427,-69.22153406,4,0,0,2,2,16
185,QCO.Nq.Gu-1015,Gu-1015,599.5,1784,A011,-38.8508579,-69.23588705,4,0,0,2,2,16
186,QCO.Nq.Gu-1006,Gu-1006,601.5,1599,A011,-38.8542516,-69.22734737,0,0,0,2,2,16
187,QCO.Nq.Gu-1038,Gu-1038,609.5,1642,A011,-38.85859465,-69.21954897,4,0,0,2,0,16
188,QCO.Nq.Gu-1004,Gu-1004,604.8,1681,A011,-38.85876624,-69.21601179,0,0,0,2,2,13
189,QCO.Nq.Gu-1012,Gu-1012,597,1575,A011,-38.86358592,-69.21785791,4,0,0,2,2,16
190,YPF.Nq.Gu-24,Gu-24,617,1690,A011,-38.84700015,-69.24005991,3,0,0,2,0,7
191,YPF.Nq.Gu-12,Gu-12,598.9,1702,A011,-38.8582927,-69.22759847,0,0,0,2,2,16
192,QCO.Nq.Gu-1003,Gu-1003,595,1663,A011,-38.86105589,-69.20700885,0,0,0,2,0,16
193,QCO.Nq.BG-7A,BG7A,580.6,377,A011,-38.83533492,-69.13488558,4,0,0,2,2,7
194,QCO.Nq.BG-1011,BG-1011,581.7,1844,A011,-38.8376805,-69.13610895,4,0,0,2,2,13
195,QCO.Nq.BG-1021,BG-1021,585.1,1766,A011,-38.84403406,-69.15072365,4,0,0,2,2,13
196,PNR.Nq.BG-1052,BG-1052,584.2,1782,A011,-38.84437792,-69.15080466,4,0,0,2,1,13
197,YPF.Nq.BG-16,BG-16,585.8,1758,A011,-38.83995715,-69.14818854,3,0,0,2,0,7
198,YPF.Nq.BG-11,BG-11,580.3,1680,A011,-38.84285709,-69.14674069,4,0,0,2,2,13
199,YPF.Nq.BG-12,BG-12,588.2,1730,A011,-38.84210466,-69.15467926,4,0,0,2,2,13
200,YPF.Nq.BG-21,BG-21,585.2,1691,A011,-38.8457658,-69.1451178,4,0,0,2,2,13
201,YPF.Nq.BG-15,BG-15,587.4,1685,A011,-38.84899436,-69.13950733,4,0,0,2,2,13
202,CHA.Nq.BG-1026,BG-1026,581.7,1700,A011,-38.85149815,-69.1360852,4,0,0,2,1,13
203,CHA.Nq.BG-1023,BG-1023,585.4,1686,A011,-38.84917213,-69.13360081,4,0,0,2,0,13
204,PNR.Nq.BG-1029,BG-1029,580.3,1710,A011,-38.85306729,-69.12953208,4,0,0,2,1,13
205,CHA.Nq.BG-1028,BG-1028,583.2,1710,A011,-38.85240407,-69.13291347,4,0,0,2,2,13
206,PNR.Nq.BG-1043,BG-1043,584.3,1770,A011,-38.85334277,-69.11850389,4,0,0,2,2,13
207,YPF.Nq.BG-20,BG-20,590.2,1746,A011,-38.85336125,-69.12189592,3,0,0,2,0,7
208,PNR.Nq.BG-1046,BG-1046,585.3,1730,A011,-38.84278768,-69.13481891,4,0,0,2,1,13
209,YPF.Nq.BG-19,BG-19,580.7,1877,A011,-38.83892346,-69.12986358,4,0,0,2,0,13
210,YPF.Nq.BG-18,BG-18,590.5,1722,A011,-38.84461374,-69.15705264,4,0,0,2,2,13
211,PNR.Nq.BG-1055,BG-1055,580.4,1850,A011,-38.83593675,-69.16689427,4,0,0,2,1,13
212,PNR.Nq.BG-1057,BG-1057,584.7,1910,A011,-38.83919178,-69.17483247,4,0,0,2,1,13
213,PNR.Nq.BBG-12,BBG-12,580.9,1700,A011,-38.84704633,-69.09493059,4,0,0,2,2,13
214,PNR.Nq.BBG-22,BBG-22,579.9,1750,A011,-38.84777627,-69.09662578,4,0,0,2,2,13
215,PNR.Nq.BBG-11,BBG-11,581.6,1680,A011,-38.84706561,-69.09067477,4,0,0,2,2,13
216,PNR.Nq.BBG-17,BBG-17,584.1,1700,A011,-38.84599509,-69.09068696,4,0,0,2,2,13
217,YPF.Nq.BG-25,BG-25,571.2,1739,A011,-38.85829125,-69.08601273,3,0,0,2,0,7
218,CHA.Nq.PE-34,PE-34,569.3,1295,A011,-38.85688241,-69.07451226,0,0,0,2,2,13
219,CHA.Nq.PE-38,PE-38,573.9,1370,A011,-38.85894098,-69.07200551,4,0,0,2,1,13
220,PNR.Nq.PE-52,PE-52,570.4,1410,A011,-38.86084801,-69.07221652,4,0,0,2,2,13
221,CHA.Nq.PE-39,PE-39,568.1,1350,A011,-38.86152776,-69.07439514,4,0,0,2,1,13
222,CHA.Nq.PE-37,PE-37,567.8,1400,A011,-38.85941489,-69.07653597,0,0,0,2,1,13
223,CHA.Nq.PE-40bis,PE-40,568.2,1360,A011,-38.86374712,-69.07612244,4,0,0,2,1,13
224,PNR.Nq.PE-51,PE-51,568,1365,A011,-38.86415863,-69.07164487,3,0,0,2,0,7
225,PNR.Nq.PE-50,PE-50,578.9,1700,A011,-38.86267336,-69.07232291,4,0,0,2,2,13
226,CHA.Nq.PE-15,PE-15,571.2,1500,A011,-38.86161294,-69.06878485,4,0,0,2,1,13
227,CHA.Nq.PE-20,PE-20,575.9,1265,A011,-38.85912125,-69.06665685,4,0,0,2,1,13
228,CHA.Nq.PE-25,PE-25,574.5,1325,A011,-38.85698129,-69.06876297,1,0,0,2,1,13
229,CHA.Nq.PE-6,PE-6,571.4,1257,A011,-38.86378157,-69.06411729,4,0,0,2,1,13
230,CHA.Nq.PE-18,PE-18,574.3,1167,A011,-38.86409677,-69.06059789,4,0,0,2,2,13
231,CHA.Nq.PE-16,PE-16,576.1,1250,A011,-38.86157755,-69.05874886,1,0,0,2,2,13
232,CHA.Nq.NB-11,NB-11,583,1250,A011,-38.86468723,-69.05075367,1,0,0,2,1,13
233,CHA.Nq.PE-30,PE-30,573.8,1398,A011,-38.85515032,-69.07169936,0,0,0,2,2,13
234,CHA.Nq.PE-22,PE-22,586.6,1320,A011,-38.85239425,-69.05446693,4,0,0,2,1,13
235,CHA.Nq.PE-23,PE-23,580,1350,A011,-38.85374122,-69.05791744,4,0,0,2,1,13
236,CHA.Nq.PE-3,PE-3,580.8,1330,A011,-38.85627448,-69.05898225,4,0,0,2,2,13
237,CHA.Nq.PE-36,PE-36,587.6,1300,A011,-38.85447927,-69.0527786,4,0,0,2,1,13
238,CHA.Nq.PE-21(h),PE-21(h),620.8,1750,A011,-38.85039947,-69.03404822,4,0,2,2,0,13
239,CHA.Nq.PE-12,PE-12,620.8,1440,A011,-38.85068566,-69.03366509,4,0,0,2,2,13
240,PNR.Nq.PE-54,PE-54,636.4,1400,A011,-38.85055041,-69.03007634,4,0,0,2,2,13
241,CHA.Nq.PE-10,PE-10,660.6,1333,A011,-38.85146422,-69.02544272,4,0,0,2,2,13
242,CHA.Nq.PE-35,PE-35,628,1340,A011,-38.84717037,-69.03591062,4,0,0,2,2,7
243,PNR.Nq.PE-33,PE-33,653.4,1280,A011,-38.84947469,-69.02821188,4,0,0,2,2,13
244,PNR.Nq.PE-42,PE-42,694.5,1400,A011,-38.84827809,-69.01692306,4,0,0,2,2,13
