WID,WELL_NAME,WELL_S_NAM,ELEVATION,DEPTH_m,ID_NQN,LATITUDE,LONGITUDE,F_ID,RID,Geometry_ID,OP_ID,ST_ID,FM_ID
4625,YPF.Nq.LmS-285,LmS-285,770.8,1257,A048,-37.33029262,-69.17261352,4,0,0,2,0,0
4626,YPF.Nq.LmS-253(h),LmS-253(h),809.21,1740,A048,-37.32769222,-69.18561442,4,0,2,2,1,0
4627,YPF.Nq.LmS-286,LmS-286,806.17,1253,A048,-37.32824097,-69.18477451,4,0,0,2,1,0
4628,YPF.Nq.LmS-161,LmS-161,803.2,1200,A048,-37.32955546,-69.18258266,0,0,0,2,1,0
4629,YPF.Nq.LmS-248(h),LmS-248(h),778.2,1690,A048,-37.32817089,-69.17560408,4,0,2,2,0,0
4630,YPF.Nq.LmS-J30,LmS-J30,832.77,1197,A048,-37.32747688,-69.20424389,0,0,0,2,1,0
4631,YPF.Nq.LmS-I30,LmS-I30,829.71,1197,A048,-37.33077907,-69.20434624,0,0,0,2,0,0
4632,YPF.Nq.LmS-182,LmS-182,821.21,1190,A048,-37.33239687,-69.19835797,0,0,0,2,1,0
4633,YPF.Nq.LmS-190,LmS-190,821.21,1201,A048,-37.32928648,-69.19842623,4,0,0,2,1,0
4634,YPF.Nq.LmS-242(h),LmS-242(h),826.21,1726,A048,-37.32792539,-69.19764882,4,0,2,2,0,0
4635,YPF.Nq.LmS-181,LmS-181,829.31,1190,A048,-37.32939332,-69.20193928,4,0,0,2,1,0
4636,YPF.Nq.LmS.ia-J31,LmS.ia-J31,823.98,1201,A048,-37.3275388,-69.20036652,0,0,0,2,1,0
4637,YPF.Nq.LmS-16,LmS-16,825.21,1180,A048,-37.33226462,-69.20232809,4,0,0,2,1,0
4638,YPF.Nq.LmS-91,LmS-91,934.84,1187,A048,-37.32925433,-69.20625674,4,0,0,2,1,0
4639,YPF.Nq.LmS-I29,LmS-I29,830.71,1174,A048,-37.33002507,-69.20747986,0,0,0,2,0,0
4640,YPF.Nq.LmS-I28,LmS-I28,840,1176,A048,-37.33090885,-69.21172782,4,0,0,2,1,0
4641,YPF.Nq.LmS-46,LmS-46,839.21,1180,A048,-37.33239667,-69.21019553,4,0,0,2,1,0
4642,YPF.Nq.LmS-28,LmS-28,844.22,1180,A048,-37.33241775,-69.21358734,0,0,0,2,1,0
4643,YPF.Nq.LmS-45,LmS-45,841.22,1170,A048,-37.32922354,-69.21023178,4,0,0,2,1,0
4644,YPF.Nq.LmS-85,LmS-85,830.21,1182,A048,-37.33227359,-69.206219,4,0,0,2,2,0
4645,YPF.Nq.LmS-J28,LmS-J28,843.02,1180,A048,-37.32767657,-69.21219045,0,0,0,2,0,0
4646,YPF.Nq.LmS-J29,LmS-J29,837.02,1182,A048,-37.32756976,-69.20823138,0,0,0,2,1,0
4647,YPF.Nq.LmS-J25,LmS-J25,870.52,1209,A048,-37.3274484,-69.22382861,0,0,0,2,0,0
4648,YPF.Nq.LmS-J26,LmS-J26,859.39,1178,A048,-37.32756894,-69.21991885,4,0,0,2,1,0
4649,YPF.Nq.LmS-50,LmS-50,864.22,1195,A048,-37.32918767,-69.22199017,4,0,0,2,1,0
4650,YPF.Nq.LmS-51,LmS-51,855.22,1234,A048,-37.32917651,-69.21811546,0,0,0,2,1,0
4651,YPF.Nq.LmS-J27,LmS-J27,853,1180,A048,-37.3277047,-69.21597227,4,0,0,2,1,0
4652,YPF.Nq.LmS-25,LmS-25,848.22,1170,A048,-37.32917821,-69.21435457,4,0,0,2,1,0
4653,YPF.Nq.LmS-I27,LmS-I27,849.58,1191,A048,-37.33036133,-69.21554965,0,0,0,2,1,0
4654,YPF.Nq.LmS-49,LmS-49,875.22,1200,A048,-37.3291833,-69.22979854,3,0,0,2,1,0
4655,YPF.Nq.LmS-26,LmS-26,867.22,1185,A048,-37.332274,-69.2300189,4,0,0,2,1,0
4656,YPF.Nq.LmS-I24,LmS-I24,870.52,1198,A048,-37.33035256,-69.22811002,0,0,0,2,0,0
4657,YPF.Nq.LmS-24,LmS-24,871.22,1195,A048,-37.32927526,-69.22632314,4,0,0,2,1,0
4658,YPF.Nq.LmS-I25,LmS-I25,865.04,1185,A048,-37.33138228,-69.22475536,4,0,0,2,1,0
4659,YPF.Nq.LmS-J22,LmS-J22,886.23,1204,A048,-37.32755601,-69.23612616,0,0,0,2,0,0
4660,YPF.Nq.LmS-J23,LmS-J23,882.23,1192,A048,-37.32759485,-69.23184795,0,0,0,2,0,0
4661,YPF.Nq.LmS-48,LmS-48,878.23,1200,A048,-37.32915701,-69.23379227,4,0,0,2,1,0
4662,YPF.Nq.LmS-I23,LmS-I23,875.22,1190,A048,-37.33050869,-69.23169846,3,0,0,2,0,0
4663,YPF.Nq.LmS-I22,LmS-I22,881.23,1190,A048,-37.33060524,-69.23627868,0,0,0,2,1,0
4664,YPF.Nq.LmS-J21,LmS-J21,886.25,1175,A048,-37.32765068,-69.23919924,0,0,0,2,1,0
4665,YPF.Nq.LmS-144,LmS-144,885.93,1192,A048,-37.33222761,-69.24176243,4,0,0,2,1,0
4666,YPF.Nq.LmS-76,LmS-76,876.23,1195,A048,-37.33269068,-69.23820949,4,0,0,2,1,0
4667,YPF.Nq.LmS-H21,LmS-H21,885.23,1201,A048,-37.33371457,-69.2399479,0,0,0,2,1,0
4668,YPF.Nq.LmS-54,LmS-54,879.23,1171,A048,-37.33538205,-69.24181653,4,0,0,2,1,0
4669,YPF.Nq.LmS-77,LmS-77,874.22,1195,A048,-37.33556876,-69.23785288,3,0,0,2,1,0
4670,YPF.Nq.LmS-H22,LmS-H22,869.82,1193,A048,-37.33340821,-69.23585572,0,0,0,2,1,0
4671,YPF.Nq.LmS-55,LmS-55,865.22,1180,A048,-37.3355011,-69.23396905,4,0,0,2,1,0
4672,YPF.Nq.LmS-53,LmS-53,872.22,1185,A048,-37.33224565,-69.23385314,4,0,0,2,1,0
4673,YPF.Nq.LmS-H23,LmS-H23,866.42,1197,A048,-37.33341635,-69.23189104,0,0,0,2,1,0
4674,YPF.Nq.LmS-29,LmS-29,860.22,1180,A048,-37.33540522,-69.22980148,4,0,0,2,1,20
4675,YPF.Nq.LmS-H24,LmS-H24,861.52,1189,A048,-37.33413898,-69.22786918,0,0,0,2,1,0
4676,YPF.Nq.LmS-H25,LmS-H25,859.13,1190,A048,-37.33406762,-69.22393248,4,0,0,2,1,0
4677,YPF.Nq.LmS-7,LmS-7,854.22,1194,A048,-37.33540497,-69.22196624,4,0,0,2,2,0
4678,YPF.Nq.LmS-30,LmS-30,858.22,1180,A048,-37.33545154,-69.22596301,4,0,0,2,1,0
4679,YPF.Nq.LmS-34,LmS-34,846.22,1200,A048,-37.33889268,-69.22213594,4,0,0,2,1,0
4680,YPF.Nq.LmS-G26,LmS-G26,850,1198,A048,-37.33750978,-69.2201253,4,0,0,2,1,0
4681,YPF.Nq.LmS-G25,LmS-G25,847.72,1189,A048,-37.33714266,-69.2245364,0,0,0,2,1,0
4682,YPF.Nq.LmS-4,LmS-4,846.22,1185,A048,-37.33900144,-69.21764536,4,0,0,2,1,0
4683,YPF.Nq.LmS-5,LmS-5,852.22,1180,A048,-37.33860578,-69.22597307,4,0,0,2,1,0
4684,YPF.Nq.LmS-H26,LmS-H26,853.65,1180,A048,-37.33401149,-69.21989787,0,0,0,2,0,0
4685,YPF.Nq.LmS.ia-31(I),LmS.ia-31(I),850.31,1210,A048,-37.33558936,-69.21823483,0,0,0,2,1,0
4686,YPF.Nq.LmS-31,LmS-31,850.22,1170,A048,-37.33546354,-69.218095,3,0,0,2,0,0
4687,YPF.Nq.LmS-H27,LmS-H27,841.92,1191,A048,-37.33418081,-69.21604028,0,0,0,2,1,0
4688,YPF.Nq.LmS-8,LmS-8,835.21,1170,A048,-37.33560291,-69.21432697,4,0,0,2,1,0
4689,YPF.Nq.LmS-H28,LmS-H28,837,1203,A048,-37.33400493,-69.21186646,4,0,0,2,1,0
4690,YPF.Nq.LmS-32,LmS-32,837.21,1186,A048,-37.33540035,-69.21027039,4,0,0,2,2,0
4691,YPF.Nq.LmS-H29,LmS-H29,833.61,1200,A048,-37.33450743,-69.2084243,3,0,0,2,0,0
4692,YPF.Nq.LmS-146,LmS-146,827.21,1185,A048,-37.33550926,-69.20627125,4,0,0,2,2,0
4693,YPF.Nq.LmS-G29,LmS-G29,828.31,1180,A048,-37.3369937,-69.20819746,0,0,0,2,1,0
4694,YPF.Nq.LmS-G28,LmS-G28,826.11,1170,A048,-37.33708831,-69.21194192,0,0,0,2,1,0
4695,YPF.Nq.LmS.a-2,LmS.a-2,837.21,1452,A048,-37.33842987,-69.21256267,4,0,0,2,1,0
4696,YPF.Nq.LmS-35,LmS-35,828.21,1175,A048,-37.33862632,-69.21022988,4,0,0,2,1,0
4697,YPF.Nq.LmS-F29,LmS-F29,829.91,1188,A048,-37.34011342,-69.20827536,0,0,0,2,1,0
4698,YPF.Nq.LmS-F30,LmS-F30,816.51,1176,A048,-37.34014042,-69.20446202,0,0,0,2,2,0
4699,YPF.Nq.LmS-147,LmS-147,817.21,1190,A048,-37.33817931,-69.20612704,4,0,0,2,2,0
4700,YPF.Nq.LmS-G30,LmS-G30,820.05,1198,A048,-37.33699707,-69.20423379,0,0,0,2,1,0
4701,YPF.Nq.LmS-152,LmS-152,812.71,1185,A048,-37.33869122,-69.20235093,4,0,0,2,1,0
4702,YPF.Nq.LmS-G27,LmS-G27,844.28,1194,A048,-37.33688905,-69.21566593,4,0,0,2,1,0
4703,YPF.Nq.LmS-F28,LmS-F28,831.91,1180,A048,-37.34027535,-69.21211079,0,0,0,2,1,0
4704,YPF.Nq.LmS-F27,LmS-F27,836.31,1196,A048,-37.34041256,-69.21595595,0,0,0,2,1,0
4705,YPF.Nq.LmS-F25,LmS-F25,848.06,1207,A048,-37.34089923,-69.22415995,0,0,0,2,1,0
4706,YPF.Nq.LmS.x-1,LmS.x-1,842.22,1458,A048,-37.3418228,-69.22201575,4,0,0,2,1,0
4707,YPF.Nq.LmS.ia-F26(I),LmS.ia-F26(I),842.18,1250,A048,-37.34031848,-69.21968221,3,0,0,2,0,0
4708,YPF.Nq.LmS-F26,LmS-F26,842.52,1185,A048,-37.34029925,-69.21968293,3,0,0,2,0,0
4709,YPF.Nq.LmS.ia-F26(II),LmS.ia-F26(II),841.62,1185,A048,-37.34031848,-69.21968221,0,0,0,2,1,0
4710,YPF.Nq.LmS-38,LmS-38,838.21,1200,A048,-37.34179974,-69.2181124,4,0,0,2,1,0
4711,YPF.Nq.LmS-E26,LmS-E26,838.59,1198,A048,-37.34299267,-69.21973588,0,0,0,2,1,0
4712,YPF.Nq.LmS-E27,LmS-E27,835.41,1221,A048,-37.3430612,-69.21596366,0,0,0,2,1,0
4713,YPF.Nq.LmS-39,LmS-39,832.21,1190,A048,-37.34170917,-69.21412967,4,0,0,2,1,0
4714,YPF.Nq.LmS-37,LmS-37,849.22,1195,A048,-37.34182917,-69.22607419,4,0,0,2,1,0
4715,YPF.Nq.LmS-E25,LmS-E25,843.91,1215,A048,-37.34291445,-69.22355173,0,0,0,2,1,0
4716,YPF.Nq.LmS-36,LmS-36,852.22,1185,A048,-37.34170273,-69.22997917,4,0,0,2,1,0
4717,YPF.Nq.LmS-E23,LmS-E23,849.02,1204,A048,-37.34341886,-69.23161587,0,0,0,2,1,0
4718,YPF.Nq.LmS-E24,LmS-E24,849.82,1193,A048,-37.34356403,-69.22805405,0,0,0,2,1,0
4719,YPF.Nq.LmS-F21,LmS-F21,873.72,1204,A048,-37.34034469,-69.23973875,4,0,0,2,0,0
4720,YPF.Nq.LmS-E21,LmS-E21,863.52,1199,A048,-37.34304384,-69.24011437,0,0,0,2,1,0
4721,YPF.Nq.LmS-79,LmS-79,864.22,1200,A048,-37.34173912,-69.23784372,4,0,0,2,1,0
4722,YPF.Nq.LmS-E22,LmS-E22,856.62,1210,A048,-37.34326505,-69.23569854,0,0,0,2,1,0
4723,YPF.Nq.LmS-F22,LmS-F22,856.32,1202,A048,-37.34010972,-69.23569132,0,0,0,2,1,0
4724,YPF.Nq.LmS.ia-F23(I),LmS.ia-F23(I),858.5,1218,A048,-37.34018866,-69.23188306,0,0,0,2,1,0
4725,YPF.Nq.LmS-F23,LmS-F23,858.22,1205,A048,-37.34018866,-69.23188306,3,0,0,2,0,0
4726,YPF.Nq.LmS-135,LmS-135,865.02,1194,A048,-37.3417525,-69.24174405,4,0,0,2,1,0
4727,YPF.Nq.LmS-E20,LmS-E20,874.61,1200,A048,-37.34314773,-69.24410914,0,0,0,2,1,0
4728,YPF.Nq.LmS-98,LmS-98,836.71,1215,A048,-37.34500709,-69.24184137,4,0,0,2,1,0
4729,YPF.Nq.LmS-80,LmS-80,855.22,1206,A048,-37.34525077,-69.23775174,3,0,0,2,0,0
4730,YPF.Nq.LmS-80(I),LmS-80(I),853.58,1099,A048,-37.34525077,-69.23775174,4,0,0,2,1,9
4731,YPF.Nq.LmS-97,LmS-97,848.62,1194,A048,-37.34501114,-69.2457313,4,0,0,2,1,0
4732,YPF.Nq.LmS-D20,LmS-D20,852.52,1231,A048,-37.34687528,-69.24379155,3,0,0,2,0,0
4733,YPF.Nq.LmS-100,LmS-100,851.82,1195,A048,-37.3482785,-69.24575838,4,0,0,2,1,0
4734,YPF.Nq.LmS-103,LmS-103,858.22,1222,A048,-37.34834556,-69.24180717,4,0,0,2,1,0
4735,YPF.Nq.LmS-D21,LmS-D21,861.82,1220,A048,-37.34696284,-69.24007454,0,0,0,2,0,0
4736,YPF.Nq.LmS-C21,LmS-C21,854.12,1225,A048,-37.34971082,-69.23979584,0,0,0,2,1,0
4737,YPF.Nq.LmS-C20,LmS-C20,844.62,1214,A048,-37.35012725,-69.24382613,0,0,0,2,1,0
4738,YPF.Nq.LmS-D18,LmS-D18,850.52,1187,A048,-37.34671143,-69.25155956,0,0,0,2,1,0
4739,YPF.Nq.LmS-D19,LmS-D19,849.92,1195,A048,-37.3465803,-69.24801544,0,0,0,2,1,0
4740,YPF.Nq.LmS-99,LmS-99,846.22,1189,A048,-37.348339,-69.24967407,4,0,0,2,1,0
4741,YPF.Nq.LmS-C19,LmS-C19,838.21,1196,A048,-37.35033372,-69.24747554,0,0,0,2,1,20
4742,YPF.Nq.LmS-102,LmS-102,837.91,1195,A048,-37.35149385,-69.2457495,4,0,0,2,1,20
4743,YPF.Nq.LmS-B19,LmS-B19,830.31,1201,A048,-37.35303631,-69.2474841,0,0,0,2,1,0
4744,YPF.Nq.LmS-226,LmS-226,834.21,1200,A048,-37.35464458,-69.24974673,4,0,0,2,1,0
4745,YPF.Nq.LmS-225,LmS-225,832.21,1215,A048,-37.35467894,-69.24597984,4,0,0,2,1,20
4746,YPF.Nq.ChSN-419,ChSN-419,830.71,1172,A048,-37.35466068,-69.25693696,4,0,0,2,1,0
4747,YPF.Nq.ChSN-B17,ChSN-B17,831.51,1187,A048,-37.35313134,-69.25494112,0,0,0,2,1,0
4748,YPF.Nq.LmS-B18,LmS-B18,838.81,1213,A048,-37.35299379,-69.25159441,0,0,0,2,1,20
4749,YPF.Nq.ChSN-235,ChSN-235,845.22,1262,A048,-37.35181125,-69.25693943,4,0,0,2,1,0
4750,YPF.Nq.ChSN-A17,ChSN-A17,836.77,1224,A048,-37.35628804,-69.25562455,0,0,0,2,1,0
4751,YPF.Nq.ChSN-587,ChSN-587,835.48,1260,A048,-37.35771441,-69.25596434,3,0,0,2,2,0
4752,YPF.Nq.LmS.ia-A18(I),LmS.ia-A18(I),834.44,1234,A048,-37.35624835,-69.25156471,0,0,0,2,1,20
4753,YPF.Nq.LmS-A18,LmS-A18,831.61,1246,A048,-37.35652167,-69.25038602,3,0,0,2,0,0
4754,YPF.Nq.LmS-280,LmS-280,830.59,1252,A048,-37.35768881,-69.25028941,4,0,0,2,1,20
4755,YPF.Nq.ChSN-456,ChSN-456,843.22,1206,A048,-37.35464272,-69.26464756,4,0,0,2,1,0
4756,YPF.Nq.ChSN-418,ChSN-418,844.12,1177,A048,-37.35436779,-69.26094343,0,0,0,2,1,0
4757,YPF.Nq.ChSN-A15,ChSN-A15,839.52,1214,A048,-37.35634342,-69.26189303,0,0,0,2,0,0
4758,YPF.Nq.ChSN-457,ChSN-457,838.52,1206,A048,-37.35775299,-69.2587287,4,0,0,2,1,0
4759,YPF.Nq.ChSN-588,ChSN-588,844.43,1261,A048,-37.35794786,-69.2619207,4,0,0,2,1,0
4760,YPF.Nq.ChSN-A14,ChSN-A14,851.02,1212,A048,-37.35630749,-69.2665099,0,0,0,2,1,0
4761,YPF.Nq.ChSN-589,ChSN-589,862.46,1260,A048,-37.35759263,-69.26730459,4,0,0,2,1,0
4762,YPF.Nq.ChSN-B15,ChSN-B15,844.92,1155,A048,-37.35306791,-69.2625487,0,0,0,2,1,0
4763,YPF.Nq.ChSN-354,ChSN-354,859.22,1155,A048,-37.35144827,-69.2685644,4,0,0,2,1,0
4764,YPF.Nq.ChSN-B14,ChSN-B14,844.32,1195,A048,-37.35300948,-69.26653423,0,0,0,2,1,0
4765,YPF.Nq.ChSN.a-192,ChSN.a-192,851.22,1154,A048,-37.35174887,-69.26436616,4,0,0,2,1,0
4766,YPF.Nq.ChSN-355,ChSN-355,848.22,1175,A048,-37.35145974,-69.26072229,4,0,0,2,2,0
4767,YPF.Nq.ChSN-C15,ChSN-C15,848.82,1198,A048,-37.34981086,-69.26215885,0,0,0,2,0,0
4768,YPF.Nq.ChSN.ia-B11,ChSN.ia-B11,865.48,1132,A048,-37.35295737,-69.27739512,4,0,0,2,1,0
4769,YPF.Nq.ChSN-503,ChSN-503,876.13,1216,A048,-37.35432534,-69.27648891,0,0,0,2,1,0
4770,YPF.Nq.ChSN-B12,ChSN-B12,860.56,1161,A048,-37.35295497,-69.27436356,0,0,0,2,0,0
4771,YPF.Nq.ChSN-370(I),ChSN-370(I),854.38,1229,A048,-37.35470234,-69.27251415,0,0,0,2,1,0
4772,YPF.Nq.ChSN-370,ChSN-370,854.22,1333,A048,-37.35450878,-69.27249835,3,0,0,2,0,0
4773,YPF.Nq.ChSN-372,ChSN-372,861.22,1122,A048,-37.35141091,-69.27644304,4,0,0,2,1,0
4774,YPF.Nq.ChSN-371,ChSN-371,865.22,1124,A048,-37.35140178,-69.27250666,4,0,0,2,1,0
4775,YPF.Nq.ChSN-B13,ChSN-B13,853.42,1175,A048,-37.35305185,-69.27076765,0,0,0,2,1,0
4776,YPF.Nq.ChSN-352,ChSN-352,855.22,1162,A048,-37.34871955,-69.26473165,4,0,0,2,0,0
4777,YPF.Nq.ChSN-353,ChSN-353,853.22,1163,A048,-37.34841993,-69.26078707,3,0,0,2,0,0
4778,YPF.Nq.ChSN-D13,ChSN-D13,868.17,1140,A048,-37.3467397,-69.27072167,0,0,0,2,1,0
4779,YPF.Nq.ChSN-351,ChSN-351,861.22,1180,A048,-37.34827723,-69.26849723,4,0,0,2,2,0
4780,YPF.Nq.ChSN-350,ChSN-350,868.22,1144,A048,-37.34823774,-69.27246549,4,0,0,2,1,0
4781,YPF.Nq.ChSN-C13,ChSN-C13,863.47,1127,A048,-37.34983301,-69.27050082,0,0,0,2,1,0
4782,YPF.Nq.ChSN-349,ChSN-349,860.22,1140,A048,-37.3451516,-69.26452007,4,0,0,2,1,0
4783,YPF.Nq.ChSN-D15,ChSN-D15,858.63,1156,A048,-37.34662805,-69.26259536,0,0,0,2,2,0
4784,YPF.Nq.ChSN-378,ChSN-378,860.02,1157,A048,-37.34508956,-69.26063319,4,0,0,2,1,0
4785,YPF.Nq.ChSN-379,ChSN-379,856.52,1161,A048,-37.34503817,-69.25698951,3,0,0,2,0,0
4786,YPF.Nq.ChSN-D16,ChSN-D16,852.79,1170,A048,-37.34691653,-69.25876682,0,0,0,2,1,0
4787,YPF.Nq.ChSN-D17,ChSN-D17,852.72,1171,A048,-37.34654787,-69.25543187,0,0,0,2,1,0
4788,YPF.Nq.ChSN-369,ChSN-369,851.22,1175,A048,-37.34492565,-69.25342567,3,0,0,2,0,0
4789,YPF.Nq.LmS-E18,LmS-E18,852.92,1177,A048,-37.34344256,-69.25150284,0,0,0,2,1,0
4790,YPF.Nq.LmS-136,LmS-136,849.42,1180,A048,-37.34486091,-69.24969015,4,0,0,2,1,0
4791,YPF.Nq.LmS-E19,LmS-E19,852.26,1170,A048,-37.3433369,-69.24756316,0,0,0,2,1,0
4792,YPF.Nq.LmS-134,LmS-134,856.82,1180,A048,-37.3418704,-69.25032495,4,0,0,2,1,0
4793,YPF.Nq.LmS.ia-F18(I),LmS.ia-F18(I),853.25,1219,A048,-37.34186462,-69.25155898,0,0,0,2,0,0
4794,YPF.Nq.LmS-F18,LmS-F18,853.86,1230,A048,-37.34186462,-69.25155898,3,0,0,2,0,0
4795,YPF.Nq.ChSN-335,ChSN-335,855.22,1188,A048,-37.34173365,-69.25336288,4,0,0,2,1,0
4796,YPF.Nq.ChSN-334,ChSN-334,857.72,1149,A048,-37.3418527,-69.2569975,4,0,0,2,1,0
4797,YPF.Nq.ChSN-E16,ChSN-E16,860.32,1160,A048,-37.3435052,-69.25869534,0,0,0,2,1,0
4798,YPF.Nq.ChSN-E15,ChSN-E15,861.02,1138,A048,-37.34350287,-69.26246649,0,0,0,2,1,0
4799,YPF.Nq.ChSN-219,ChSN-219,867.22,1410,A048,-37.34150788,-69.26794427,4,0,0,2,1,0
4800,YPF.Nq.ChSN-218,ChSN-218,865.22,1425,A048,-37.34198103,-69.26468891,3,0,0,2,0,0
4801,YPF.Nq.ChSN-E13,ChSN-E13,868.42,1135,A048,-37.3434757,-69.27026106,0,0,0,2,1,0
4802,YPF.Nq.ChSN-E14,ChSN-E14,864.62,1145,A048,-37.343506,-69.26654295,0,0,0,2,1,0
4803,YPF.Nq.ChSN-348,ChSN-348,865.22,1143,A048,-37.34512906,-69.26853437,4,0,0,2,1,0
4804,YPF.Nq.ChSN-175,ChSN-175,872.22,1419,A048,-37.34231008,-69.27253209,4,0,0,2,1,0
4805,YPF.Nq.ChSN-190,ChSN-190,872.22,1435,A048,-37.34504366,-69.27307404,4,0,0,2,1,0
4806,YPF.Nq.ChSN-G15,ChSN-G15,871.12,1431,A048,-37.33709655,-69.26255658,0,0,0,2,1,0
4807,YPF.Nq.ChSN-G16,ChSN-G16,868.22,1140,A048,-37.33727052,-69.25878249,0,0,0,2,1,0
4808,YPF.Nq.ChSN-365,ChSN-365,867.22,1420,A048,-37.33877924,-69.26050996,4,0,0,2,1,0
4809,YPF.Nq.ChSN-332,ChSN-332,863.52,1152,A048,-37.33872947,-69.25696409,4,0,0,2,1,0
4810,YPF.Nq.ChSN-191,ChSN-191,868.22,1430,A048,-37.33877711,-69.26460302,4,0,0,2,1,0
4811,YPF.Nq.ChSN-F15,ChSN-F15,867.32,1147,A048,-37.34033798,-69.26255597,0,0,0,2,1,0
4812,YPF.Nq.ChSN-F16,ChSN-F16,863.02,1200,A048,-37.34019467,-69.25872807,0,0,0,2,0,0
4813,YPF.Nq.ChSN-366,ChSN-366,862.22,1150,A048,-37.34190519,-69.26049744,4,0,0,2,2,0
4814,YPF.Nq.ChSN-C16,ChSN-C16,850.03,1170,A048,-37.349846,-69.2591437,0,0,0,2,2,0
4815,YPF.Nq.ChSN-C17,ChSN-C17,844.12,1211,A048,-37.34988827,-69.2550105,0,0,0,2,1,0
4816,YPF.Nq.ChSN-380,ChSN-380,852.72,1167,A048,-37.34832939,-69.25702254,4,0,0,2,1,0
4817,YPF.Nq.ChSN-319,ChSN-319,847.22,1195,A048,-37.34834587,-69.25338464,3,0,0,2,2,0
4818,YPF.Nq.LmS-C18,LmS-C18,839.91,1184,A048,-37.3497368,-69.25159051,0,0,0,2,2,0
4819,YPF.Nq.ChSN-320,ChSN-320,841.22,1198,A048,-37.3514387,-69.25338396,4,0,0,2,1,20
4820,YPF.Nq.LmS-101,LmS-101,534.64,1195,A048,-37.35148166,-69.24975005,4,0,0,2,1,20
4821,YPF.Nq.LmS-137,LmS-137,855.32,1215,A048,-37.34864249,-69.23792802,4,0,0,2,1,0
4822,YPF.Nq.LmS-C22,LmS-C22,849.72,1226,A048,-37.35009666,-69.23630906,0,0,0,2,1,0
4823,YPF.Nq.LmS-105,LmS-105,846.22,1219,A048,-37.34859916,-69.23364498,4,0,0,2,1,0
4824,YPF.Nq.LmS-D22,LmS-D22,850.71,1217,A048,-37.34668175,-69.23584442,3,0,0,2,0,0
4825,YPF.Nq.LmS-165,LmS-165,838.41,1212,A048,-37.34833097,-69.2260072,4,0,0,2,1,0
4826,YPF.Nq.LmS-169,LmS-169,823.21,1210,A048,-37.35154561,-69.21815994,4,0,0,2,1,0
4827,YPF.Nq.LmS-B26,LmS-B26,822.26,1222,A048,-37.35310549,-69.21990975,0,0,0,2,1,0
4828,YPF.Nq.LmS-B27,LmS-B27,817.29,1200,A048,-37.353089,-69.21584036,3,0,0,2,0,0
4829,YPF.Nq.LmS-213,LmS-213,817.21,1220,A048,-37.35467261,-69.21814344,4,0,0,2,1,0
4830,YPF.Nq.LmS-211,LmS-211,812.21,1210,A048,-37.35467309,-69.21418946,4,0,0,2,1,0
4831,YPF.Nq.LmS-95(h),LmS-95(h),815.01,1768,A048,-37.35326354,-69.21200057,4,0,2,2,1,0
4832,YPF.Nq.LmS-B29,LmS-B29,814.21,1215,A048,-37.3535902,-69.2090315,0,0,0,2,1,0
4833,YPF.Nq.LmS.a-89,LmS.a-89,808.21,1250,A048,-37.35585139,-69.21141229,0,0,0,2,1,0
4834,YPF.Nq.LmS-206,LmS-206,807.21,1215,A048,-37.35172362,-69.20197223,0,0,0,2,1,0
4835,YPF.Nq.LmS-173,LmS-173,809.61,1210,A048,-37.35187736,-69.20574395,4,0,0,2,1,0
4836,YPF.Nq.LmS-209,LmS-209,807.21,1227,A048,-37.35469904,-69.20628275,4,0,0,2,1,0
4837,YPF.Nq.LmS-A29,LmS-A29,803.11,1222,A048,-37.3560087,-69.20512405,0,0,0,2,2,0
4838,YPF.Nq.LmS.ia-B30,LmS.ia-B30,800.84,1282,A048,-37.35457155,-69.20302555,0,0,0,2,1,0
4839,YPF.Nq.LmS-94,LmS-94,800.3,1237,A048,-37.35468767,-69.20234465,4,0,0,2,1,0
4840,YPF.Nq.LmS-A30,LmS-A30,797.2,1226,A048,-37.35578201,-69.1999382,0,0,0,2,1,0
4841,YPF.Nq.LmS-271,LmS-271,796.22,1253,A048,-37.35779815,-69.19966672,0,0,0,2,1,0
4842,YPF.Nq.LmS-207,LmS-207,774.2,1209,A048,-37.3577504,-69.19704808,4,0,0,2,1,0
4843,YPF.Nq.LmS-A32,LmS-A32,790.75,1256,A048,-37.3564391,-69.19397339,4,0,0,2,1,0
4844,YPF.Nq.LmS-205,LmS-205,793.8,1220,A048,-37.35475498,-69.19849835,4,0,0,2,1,0
4845,YPF.Nq.LmS-189,LmS-189,794.8,1225,A048,-37.35154289,-69.19422689,0,0,0,2,1,0
4846,YPF.Nq.LmS-177,LmS-177,802.41,1215,A048,-37.35151412,-69.19840707,4,0,0,2,1,0
4847,YPF.Nq.LmS.ia-C31,LmS.ia-C31,805.93,1222,A048,-37.3501253,-69.20078595,0,0,0,2,1,0
4848,YPF.Nq.LmS.a-229,LmS.a-229,751.64,1230,A048,-37.34813811,-69.1693695,8,0,0,2,2,20
4849,YPF.Nq.LmS-247(h),LmS-247(h),777.2,1727,A048,-37.32502748,-69.16507181,0,0,2,2,1,0
4850,YPF.Nq.LmS-251(h),LmS-251(h),750.09,1707,A048,-37.32617335,-69.16130077,4,0,2,2,2,0
4851,YPF.Nq.PH-520,PH-520,734.19,1171,A048,-37.3263494,-69.15616481,4,0,0,2,1,0
