DEPTH_m,LATITUDE,LONGITUDE,FM_ID
1295,-37.4118157,-69.36446737,9
1369,-37.40591684,-69.3661756,9
1333,-37.40686502,-69.37572959,9
1300,-37.41917169,-69.33899102,9
1568,-37.41917169,-69.33899102,9
1317,-37.42048778,-69.33406196,9
1566,-37.41968148,-69.33169195,9
1547,-37.41967044,-69.3314326,9
999999,-37.43598103,-69.36536445,7
1438,-37.43275385,-69.37316282,9
685,-37.43307973,-69.37316443,7
1364,-37.40973711,-69.29855177,9
1500,-37.37633428,-69.20847911,9
1222,-37.37508301,-69.20400098,9
1200,-37.23839376,-69.11775645,0
1096,-37.31741535,-69.0583012,0
1635,-37.31744042,-69.06285411,0
1000,-37.21727199,-69.24721172,15
2000,-37.199437,-69.23180977,20
1585,-38.83468458,-68.9908304,10
1000,-38.83133752,-68.97825969,4
1100,-38.82115761,-69.0037298,13
2582,-38.1443813,-68.65771538,13
2502,-38.14592975,-68.63264209,13
2938,-38.15827577,-68.63335015,19
1050,-37.43594454,-68.77624272,20
1090,-37.45510441,-68.80498157,20
2100,-37.45774244,-68.79962327,20
1342,-37.39433295,-69.33571008,9
999999,-37.39433458,-69.33570624,24
953,-38.9577338,-69.55323233,10
1305,-38.95796416,-69.55059909,10
590,-38.95902012,-69.55415798,10
548,-38.96130018,-69.54847436,10
546,-38.95903377,-69.54264656,10
555,-38.96126139,-69.55421776,10
650,-38.96121696,-69.55704106,10
950,-38.96019465,-69.55834204,10
615,-38.96119436,-69.55992271,10
604,-38.96122316,-69.55136725,10
557,-38.95542539,-69.54944157,10
566,-38.95533603,-69.5471379,10
566,-38.95525595,-69.54482681,10
568,-38.95358229,-69.54589297,10
3220,-38.95365844,-69.54376257,10
571,-38.95209667,-69.54269382,10
559,-38.95351061,-69.53923404,10
543,-38.95491082,-69.53562295,10
547,-38.95493836,-69.53792699,19
570,-38.95346594,-69.54154649,10
583,-38.95192872,-69.53816445,10
571,-38.95518382,-69.54255244,10
548,-38.95635876,-69.53211317,10
540,-38.95638103,-69.53443845,10
561,-38.95482553,-69.53336014,10
558,-38.95471965,-69.53096196,10
570,-38.95169436,-69.53116237,10
560,-38.95305471,-69.52761121,10
757,-38.95197504,-69.52785158,10
610,-38.95155615,-69.52902495,10
662,-38.95173419,-69.53355404,10
597,-38.95035448,-69.53702436,10
1012,-38.95180022,-69.54042753,10
627,-38.95183571,-69.53586647,10
708,-38.95004617,-69.53011917,10
576,-38.95015283,-69.53481862,10
568,-38.95003429,-69.53253861,10
584,-38.95211304,-69.54497503,10
569,-38.95387335,-69.54835441,10
587,-38.9482661,-69.53106377,10
714,-38.94844024,-69.52902622,10
605,-38.94826814,-69.52677969,10
757,-38.95035795,-69.52558697,10
601,-38.94862201,-69.53372923,10
560,-38.95045201,-69.53928364,10
708,-38.94813673,-69.52487866,10
695,-38.94977055,-69.52326486,10
557,-38.95130987,-69.52427611,10
561,-38.95299549,-69.52531904,10
677,-38.95291495,-69.52301332,10
547,-38.95509677,-69.54024924,10
560,-38.95893626,-69.54838658,10
702,-38.96228395,-69.56426983,10
811,-38.96446017,-69.56715497,10
650,-38.96337206,-69.56577746,10
580,-38.96117279,-69.56863754,10
545,-38.96331058,-69.57150607,10
680,-38.96328294,-69.56866611,10
641,-38.96116796,-69.56576786,10
552,-38.9656564,-69.57145033,10
555,-38.96565771,-69.57432056,10
777,-38.96785315,-69.5744083,10
553,-38.96786373,-69.57152834,10
548,-38.96563834,-69.5657581,10
576,-38.96563169,-69.56294367,10
561,-38.96499088,-69.55827341,10
695,-38.96348175,-69.55994817,10
545,-38.96337784,-69.55714895,10
570,-38.96116961,-69.56282869,10
1695,-38.96232027,-69.56142635,10
627,-38.96338224,-69.56291085,10
552,-38.96790593,-69.56856721,10
629,-38.9589743,-69.55707212,10
704,-38.96007088,-69.55558408,10
552,-38.96129543,-69.54560838,10
537,-38.95892985,-69.56276077,10
563,-38.95888256,-69.56092026,10
544,-38.95905028,-69.53919879,10
762,-38.9544068,-69.52949108,10
870,-38.95275751,-69.53044062,10
550,-38.95275751,-69.53044062,10
550,-38.96345096,-69.55133762,10
660,-38.96240318,-69.55862581,10
546,-38.96566935,-69.56860877,10
545,-38.95644328,-69.53901715,10
563,-38.9545863,-69.52639981,10
1600,-38.90899286,-69.49677547,10
1050,-38.8955938,-69.55232786,19
1800,-38.89521757,-69.54786289,19
1516,-38.89706879,-69.54511412,22
1569,-38.90600133,-69.55584073,10
568,-38.95329332,-69.53459072,10
574,-38.95313669,-69.53768661,10
574,-38.95664805,-69.55702285,10
563,-38.95668266,-69.55416169,10
555,-38.956875,-69.54826126,10
556,-38.95895669,-69.54551211,10
567,-38.95542126,-69.55183293,10
652,-38.95900971,-69.53683494,10
547,-38.9634737,-69.55420802,10
564,-38.96395345,-69.57333788,10
619,-38.96334308,-69.57726812,10
924,-38.95818525,-69.54706372,10
1598,-37.38709677,-69.23107387,9
1392,-37.38945435,-69.22697489,9
1358,-37.38935808,-69.22690608,9
1368,-37.38551874,-69.21670945,9
1385,-37.38558777,-69.21676641,9
3320,-38.21318377,-68.53677429,22
3330,-38.22223379,-68.52690456,22
3300,-38.22701097,-68.52533604,13
3303,-38.22750085,-68.51589461,22
3304,-38.21969752,-68.51472519,22
3350,-38.21852914,-68.50839563,22
3380,-38.23079865,-68.48800015,22
3320,-38.22020114,-68.52821318,22
2860,-38.14239846,-68.31956827,22
2852,-38.16835565,-68.26139214,22
2908,-38.16599786,-68.26312426,22
2750,-38.14943262,-68.27582979,22
2628,-38.15328814,-68.27332209,22
2803,-38.15328814,-68.27332209,22
2312,-37.91642532,-68.44117252,19
2119,-37.88295348,-68.43131618,19
2090,-37.88115966,-68.42514795,19
2108,-37.88751297,-68.41503908,19
2075,-37.89555683,-68.42871933,19
3704,-37.89049891,-68.40932,19
5150,-37.93410916,-68.3998182,19
2198,-37.93150788,-68.39639256,19
2150,-37.93499823,-68.39262347,19
2150,-37.93683314,-68.39651476,19
2160,-37.93791548,-68.40090402,19
2150,-37.94069302,-68.39798149,19
2169,-37.93870103,-68.39270549,19
2150,-37.94414429,-68.40162915,19
2150,-37.94820202,-68.40439403,19
2160,-37.94422896,-68.40778172,19
2150,-37.9416004,-68.41111027,19
2141,-37.94485156,-68.39595719,19
2140,-37.94915477,-68.39370233,19
2150,-37.95492035,-68.39057943,19
2115,-37.95428481,-68.385046,19
2809,-37.94809235,-68.38308222,19
2100,-37.94832814,-68.37723528,19
2405,-37.95264758,-68.37982252,19
2762,-37.95141614,-68.37309221,17
2585,-37.95852431,-68.37383965,19
2000,-37.95523794,-68.36989381,19
2436,-37.96188939,-68.36444721,19
2804,-37.95780506,-68.36515958,19
2100,-37.95929524,-68.36041824,19
2775,-37.96427095,-68.35626361,19
2395,-37.97929091,-68.37476483,19
2400,-37.98779793,-68.36842048,19
2360,-37.98952254,-68.35865062,19
2403,-38.00356253,-68.35820062,19
2063,-38.00357964,-68.34427683,19
2060,-38.00682382,-68.34609871,19
2051,-38.00807968,-68.34187377,19
2050,-38.00156353,-68.33922788,19
3350,-38.22127787,-68.49955959,22
3362,-38.2133963,-68.49958889,22
3400,-38.23480407,-68.48817524,22
3343,-38.22672518,-68.49932542,22
3098,-38.14784302,-68.34253137,22
3050,-38.15545998,-68.33675228,22
2940,-38.15084588,-68.33609254,22
2843,-38.13826918,-68.32390407,22
3050,-38.14481946,-68.31819324,22
2531,-38.12044526,-68.26406111,22
2845,-37.90122668,-68.4247152,19
2850,-37.97321348,-68.33496165,19
2100,-37.95078553,-68.38854326,19
1380,-37.39031762,-69.24804412,9
1351,-37.39197227,-69.24982678,9
1108,-38.82068173,-68.94636986,10
2230,-37.50340458,-68.96416526,14
1000,-38.9798423,-69.24442726,16
869,-38.97933573,-69.23987148,16
2100,-37.88166781,-68.4246459,19
1319,-37.38325544,-69.26986806,20
2775,-38.90936652,-68.17132265,10
930.7,-37.18551547,-69.22536441,20
903.5,-37.18553017,-69.24111323,20
960,-38.8209217,-68.98079049,10
1104,-39.02183611,-68.91748903,22
1122,-39.02273763,-68.92281997,22
1093,-39.02858674,-68.98220646,99
2880,-38.44514599,-68.77205366,21
2650,-38.77675606,-68.31022559,19
2975,-38.77288035,-68.30521509,19
999999,-38.78565501,-68.31382491,19
2670,-38.78641457,-68.28092745,19
2685,-38.78080263,-68.27909748,19
999999,-38.78527834,-68.27420015,19
2674,-38.75236586,-68.32774254,19
2651,-38.74588228,-68.31273335,19
2951,-38.75075087,-68.30270336,19
2668,-38.75903159,-68.32635237,19
2997,-38.772642,-68.32917473,19
3762,-38.77347566,-68.31603741,19
999999,-38.78477136,-68.30038474,19
1769,-37.38247893,-69.67084309,14
2350,-38.21118268,-69.57273654,7
1195,-37.31639766,-69.09292632,0
1165,-37.31635299,-69.09295299,0
1166,-37.316368,-69.092898,0
1122,-37.2881,-69.08519999,7
1900,-38.1835,-69.25439999,14
1905,-38.1815,-69.2341,14
1788,-38.16429999,-69.18219999,14
1854,-38.16709999,-69.15389999,14
1849,-38.1512,-69.20729999,14
1921,-38.13789999,-69.2439,14
1909,-38.12619999,-69.24639999,14
1960,-38.11849999,-69.27249999,14
1950,-38.1168,-69.25779999,14
1974,-38.1048,-69.27299999,14
1933,-38.10479999,-69.2569,14
1905,-38.09489999,-69.24819999,14
1875,-38.10049999,-69.2104,14
1920,-38.0675,-69.2299,14
1915,-38.07666641,-69.22563464,14
1873,-38.08617504,-69.22833775,14
1925,-38.08403027,-69.2510698,14
1963,-38.0167,-69.27509999,14
1889,-38.03146299,-69.2527,14
1943,-38.03629999,-69.24059999,14
1882,-38.04522222,-69.211545,14
1987,-38.02609999,-69.30609999,14
1898,-38.1711,-69.3331,14
1901,-38.1582,-69.27339999,14
2015,-38.15189999,-69.33569999,14
1928,-38.14699999,-69.24769999,14
1932,-38.1088,-69.2221,14
1944,-38.063078,-69.24934699,14
1919,-38.0544,-69.23889999,14
1853,-38.05009999,-69.2548,14
1954,-38.0635,-69.26829999,14
920,-38.95980948,-68.39835059,4
1660,-37.74660637,-69.69590074,0
1390,-37.26339562,-69.20087447,0
999999,-37.67605845,-68.92787246,24
2793,-37.9938972,-68.77927189,23
3918,-38.70512999,-68.245449,17
3075,-38.14926,-68.33671999,22
3075,-38.15875999,-68.33314,22
922,-37.27417674,-69.0626271,0
1013,-37.27490143,-69.06272317,20
989,-37.27288584,-69.06025741,0
921,-37.27860761,-69.0599317,0
1030,-37.2791952,-69.05622694,0
1003,-37.2743045,-69.05080979,20
1100,-37.51173797,-68.69085967,20
1150,-37.51171597,-68.67977304,20
1100,-37.51166537,-68.68554289,14
1281,-37.56195405,-68.39444579,19
1285,-37.59157967,-68.29946565,19
1485,-37.62569328,-68.29059363,19
1528,-37.6545542,-68.3404558,19
1692,-37.70146489,-68.28660569,19
2600,-37.69521278,-68.46549423,17
2395,-37.70771596,-68.432565,19
2025,-37.8098192,-68.30399134,7
2302,-37.80978041,-68.37485495,7
3172,-38.6416712,-68.60132395,21
3230,-38.63223314,-68.57708784,21
2597,-38.69340499,-68.49682838,19
2500,-38.69278413,-68.50621477,21
3316,-38.70944576,-68.47749367,19
2611,-37.10235383,-70.28065304,23
2180,-37.23898492,-70.23567926,23
999999,-37.03703993,-69.83266317,15
1143,-37.23059723,-69.72951174,24
3606,-37.22951044,-69.6717558,7
1196,-37.45356783,-69.81163283,15
2630,-37.33765025,-69.57455525,15
2561,-37.31010796,-69.53300673,7
950,-37.14881746,-69.27333573,20
2190,-37.6368731,-69.47917595,23
3914,-37.63626161,-69.45825501,23
1536,-37.73979734,-69.47747038,15
2250,-37.72511804,-69.4237297,15
3508,-38.05614531,-69.70610175,13
1746,-38.05143269,-69.5586805,24
1746,-38.05284435,-69.55813248,0
1482,-38.0515794,-68.57697866,10
3300,-38.04323822,-68.53577291,24
999999,-38.12074017,-68.62283887,15
3210.5,-38.26027031,-68.30768346,7
3505,-38.28050771,-68.46936594,23
3613,-38.28019193,-68.44809951,23
3577,-38.25458913,-68.67264546,15
3531,-38.25473715,-68.56443627,15
3200,-38.35976746,-68.51159841,23
3710,-38.33822878,-68.44323429,7
3220,-38.35153576,-69.97868245,2
4202,-38.5856341,-69.91649424,24
2648,-38.66266082,-69.80369484,24
1471,-38.62292287,-69.75532093,7
2975,-38.71023905,-69.67044561,15
999999,-38.61839628,-69.58047895,16
2408,-38.84169372,-69.55797128,15
1600,-38.89427179,-69.48199491,10
2422,-38.79541309,-69.74535961,22
3329,-38.74345891,-69.44848975,15
2660,-38.75298517,-68.74769679,15
3080,-38.70511239,-68.70995774,0
2743,-38.77102836,-68.68299117,15
2811,-38.78716463,-68.59612717,22
2801,-38.79080787,-68.57860039,19
2701,-38.76962953,-68.72380663,15
2986.9,-38.64456782,-68.73028425,24
578,-39.05239345,-69.63995594,7
750,-39.0127441,-69.56072227,7
750.5,-39.04876537,-69.46166382,4
634,-39.00792179,-69.37823797,7
2540.5,-39.00252508,-69.43998535,24
657,-39.03027128,-69.41235953,7
856,-38.96959488,-69.31640821,4
557,-39.01525595,-69.30771185,4
612,-38.95287331,-69.23753138,10
573,-38.95675185,-69.24409339,10
2533,-39.29026305,-69.34894563,15
1090,-39.45252988,-69.41293322,99
1377,-39.44235354,-69.40918733,7
1328,-39.46218969,-69.42878265,7
1076,-39.46031071,-69.45839068,7
1462.2,-39.49539735,-69.44457861,99
999999,-39.44028605,-69.27295407,15
1187,-39.39045947,-69.28357624,24
1139.8,-39.39145046,-69.27934287,15
1330,-39.36962665,-69.29867805,15
783,-39.59400177,-69.49675737,18
729,-39.600152,-69.49911156,15
1010.8,-39.55714187,-69.43202953,99
1453,-39.2690715,-69.24143466,15
1252.1,-39.24550834,-69.02159534,15
1913,-39.36635072,-69.63454702,15
1715,-39.42955387,-69.63183891,15
1944,-39.64290543,-70.22994368,18
2860,-39.59158404,-70.09207973,23
1938.5,-39.60399622,-70.01137399,19
1400,-39.65562257,-69.810177,18
3271,-39.69898862,-69.8937924,15
783,-39.71795263,-69.79872229,19
3044,-39.80896132,-69.9539881,15
722,-39.68627665,-69.55345648,6
744,-39.64457274,-69.49305095,15
804,-39.67551392,-69.60218581,18
2003,-39.13443562,-69.46080519,24
2850,-39.11736134,-69.45448657,24
1850,-39.01367588,-69.37126175,24
2108,-37.9827764,-70.03199658,7
3400,-38.01596717,-69.98553953,7
3738,-38.03587765,-69.95903191,7
2749.5,-38.0372738,-70.34122121,24
4313,-38.04516118,-70.10890604,15
2592,-38.17216109,-68.84289753,19
3850,-38.90522357,-68.19539868,11
2368,-37.28763102,-69.49971726,15
3665,-37.7640352,-68.79291308,10
3100,-37.71216401,-68.69491023,23
3479,-37.77945576,-68.69513772,23
2738,-37.87116079,-68.74519049,23
999999,-37.78792496,-68.5573077,24
1980,-37.5193093,-69.44952683,7
2730.4,-38.22600569,-69.79926582,7
3620,-38.22131158,-69.59424619,7
3420,-38.74327248,-69.29807764,7
2873.5,-39.16433209,-69.39265297,15
1503,-39.08460542,-69.31771562,15
1242,-39.05448283,-68.90129353,15
407.51,-39.7009831,-69.41529766,15
676,-39.43991515,-69.06718492,15
585.3,-39.43777611,-69.01638803,15
1369,-39.16182398,-68.84511316,7
1251.5,-39.05302701,-68.75221667,15
1600,-38.98650847,-68.64638581,7
1700,-38.97514759,-68.61927689,7
1722,-38.98019609,-68.60764442,7
1315,-39.01248163,-68.66624479,7
1332,-39.04505505,-68.66707708,7
1395,-39.04848519,-68.63499267,7
1411,-39.06301888,-68.6467044,7
2066,-38.97093717,-68.36392198,7
1798,-38.96389649,-68.27788968,7
1880,-38.98474503,-68.52511313,7
1420.6,-39.05301913,-68.57222975,7
1321,-38.99686402,-68.85736589,10
2227,-39.09152748,-69.67274379,7
1301,-39.09938783,-69.90530363,15
1753,-39.23440792,-69.69211878,19
1636,-39.88820159,-70.06710694,15
1206,-39.57397478,-69.59276131,6
1289,-39.32736691,-69.20352345,15
1029,-39.60337012,-69.55760445,6
919,-39.56623512,-70.51037164,7
1397,-39.56880024,-70.49605387,7
1200,-39.63431148,-70.51027268,7
1948.9,-39.64408055,-70.38751976,7
1567,-39.33757379,-69.33044414,23
630,-39.32260135,-68.95973465,24
1858,-39.45089104,-70.25384154,15
3513,-39.3215893,-70.05196474,15
1306,-37.40370848,-69.36147818,9
2969,-38.36304938,-69.25697456,14
1802,-38.92392183,-68.41352234,10
2880,-38.91302815,-68.29561842,11
1800,-38.92985937,-68.36888954,10
1865,-38.92825889,-68.36114267,10
1334,-37.38562015,-69.23148093,9
2333,-38.76719247,-68.82576376,13
2365,-38.76694028,-68.83163021,13
2290,-38.76813152,-68.80411573,13
2436,-38.7606108,-68.87303866,13
2389,-38.75639786,-68.82960719,13
2395,-38.74038554,-68.84500753,13
2665,-38.75273839,-68.9116325,10
2568,-38.75311237,-68.92727201,10
4341,-38.30623309,-68.83406121,23
3109,-38.31698467,-68.84203745,23
3080,-38.33068177,-68.90620632,19
2884,-38.32867097,-68.80842655,19
3094,-38.32866214,-68.80854093,23
3070,-38.32786023,-68.80846299,23
3088,-38.32253078,-68.80526362,23
999999,-38.32253158,-68.8051496,24
3092,-38.32334158,-68.80527289,23
3081,-38.32334139,-68.80515853,23
3129,-38.33134757,-68.79712746,23
3123,-38.33215618,-68.79701461,23
3131,-38.33215853,-68.79712028,23
2483,-37.5037815,-68.70589597,7
2689,-38.99119286,-68.76728663,16
1762,-39.09956222,-69.38840167,11
1744,-39.09699302,-69.37806326,11
1460,-38.91348315,-69.16764929,2
1465,-38.90796244,-69.15725858,2
3216,-38.60502109,-68.67198609,13
1900,-38.89777629,-69.38662354,16
1795,-38.90103647,-69.38134999,16
1295,-37.41195373,-69.35003096,9
1444,-37.31262668,-69.22116027,0
1406,-37.31407378,-69.21492644,0
1841,-37.63090141,-68.71551227,4
1835,-37.63494158,-68.70966225,4
3086,-37.80286216,-69.33514188,23
1521,-39.60094768,-69.81311625,18
1655.3,-39.64279277,-70.47773007,7
4151,-38.34982042,-69.79559683,7
1890,-39.61275417,-70.40179891,7
3250,-38.09277971,-68.52133278,13
3792,-38.94850681,-69.33830722,16
1100,-39.02447447,-69.34542283,11
1458,-39.02809412,-69.35567585,10
1058,-39.02776891,-69.36145564,11
1200,-39.03245522,-69.37240084,24
1154,-39.03286197,-69.36309578,11
1303,-39.03687072,-69.39987627,13
1362,-38.98961116,-69.69855517,13
1400,-38.98915583,-69.69540479,13
2800,-38.01936554,-68.63928595,23
1912,-37.18726988,-69.6659501,9
2284,-37.18809981,-69.65899422,9
3130,-37.18847515,-69.65959547,9
2057,-37.18203253,-69.66309265,9
1635,-37.18089047,-69.66033236,9
3524,-38.85379999,-69.24529999,2
1650,-37.1310526,-69.66331655,9
1790,-38.82590326,-68.75661083,22
1764,-38.83140393,-68.75068415,22
1779,-38.82822187,-68.75108745,22
1786,-38.83143144,-68.74155789,22
1776,-38.8336066,-68.74323064,22
1792,-38.83390034,-68.73703664,22
1782,-38.83682118,-68.73521299,22
1798,-38.83502631,-68.73187401,22
1792,-38.83605702,-68.72684217,22
1714,-38.84391468,-68.7279339,10
1750,-38.84046396,-68.72133342,22
1721,-38.84254108,-68.71013846,10
1773,-38.84377537,-68.70553643,22
1735,-38.84513202,-68.69989475,22
1768,-38.8533851,-68.67038432,22
1497,-38.86868914,-68.7249167,10
1952,-38.86697055,-68.63349295,7
1898,-38.85883363,-68.62877284,7
1907,-38.85140761,-68.6172398,7
1821,-38.94374582,-68.51455812,7
1382,-38.9066884,-68.6857646,7
700,-38.86750651,-68.71933778,4
1819,-38.85619473,-68.63831658,10
1937,-38.86009835,-68.61841074,7
1544,-38.86341953,-68.73602856,11
1521.5,-38.86060396,-68.76256883,10
1759,-38.83890977,-68.71795689,22
1826,-38.82815886,-68.76329567,22
1851,-38.82912336,-68.75525224,22
1820,-38.83644903,-68.74070879,22
1877,-38.83109865,-68.72267558,22
1822,-38.83823497,-68.72392607,22
1716,-38.84395932,-68.71986986,22
1802,-38.84038373,-68.70709884,22
1856,-38.84547963,-68.69123251,22
1749,-38.85059294,-68.68579327,7
1799,-38.85837292,-68.68901782,7
1811,-38.85074771,-68.66139508,22
1850,-38.87698166,-68.65788876,7
1831,-38.91981895,-68.69586732,10
2493,-38.88579091,-68.62696121,7
1770,-38.83649626,-68.7206323,22
1821,-38.8484559,-68.66959808,7
2407,-38.79978937,-68.69850607,7
2745,-38.8003566,-68.69619703,7
2605,-38.82803193,-68.60303708,7
2287,-38.84002509,-68.75494896,22
2007,-38.84768981,-68.72156584,22
2009,-38.86941557,-68.68956235,7
2770,-38.85511167,-68.561798,7
2693,-38.88168352,-68.52284775,7
2165,-38.91964623,-68.51474155,7
2242,-38.92721234,-68.53339616,7
2351,-38.93202097,-68.56431312,7
2350,-38.95111745,-68.66682414,18
1806,-38.92479542,-68.6840505,7
1744,-38.90350596,-68.70193812,7
1502,-38.91038645,-68.69865703,7
1478,-38.91085411,-68.68429659,10
2629,-38.87680642,-68.55144527,7
2136,-38.8766694,-68.74434062,7
2175,-38.88217301,-68.68915367,11
1850,-38.83299499,-68.71146205,13
2125,-38.93789236,-68.60709389,13
1904,-38.95932058,-68.65045142,7
1457,-38.9119206,-68.71126283,7
999999,-38.83898343,-68.51689517,24
1351,-38.91304938,-68.68766371,10
2070,-38.91016755,-68.67827782,10
1509,-38.90868197,-68.6764678,10
1358,-38.90818971,-68.68168507,10
1860,-38.91765858,-68.67293012,10
1555,-38.90811862,-68.66543927,7
1596,-38.90637688,-68.68986547,4
1955,-38.85304528,-68.61073396,22
1950,-38.85486859,-68.61834239,22
1857,-38.86370101,-68.64410363,22
1828,-38.85424157,-68.65476327,22
2098,-38.84045967,-68.6204692,11
1700,-38.86299524,-68.72347869,11
1577,-38.86056451,-68.71549096,22
1500,-38.86262363,-68.74295718,10
1700,-37.61778971,-68.74530031,4
2002,-37.6223339,-68.74632579,4
1882,-37.62227921,-68.74025106,4
1897,-37.61786913,-68.75683555,4
1878,-37.62238262,-68.74300613,14
1677,-37.62702808,-68.7487318,4
1700,-37.62754769,-68.74631751,4
1922,-37.6293171,-68.74778719,4
1834,-37.62748066,-68.73673389,4
1675,-37.63186022,-68.7341696,20
1681,-37.63029856,-68.73084919,4
1695,-37.62986531,-68.73743142,4
1878,-37.62818507,-68.73149866,14
1770,-37.63520445,-68.74320648,4
1664,-37.63164435,-68.7430595,4
1700,-37.63365322,-68.74045683,4
1670,-37.62962839,-68.74017442,4
1748,-37.63711192,-68.73724178,4
1735,-37.64150649,-68.73588316,4
1653,-37.63432496,-68.71471139,4
1679,-37.63460551,-68.71229883,4
1859,-37.63631389,-68.71436521,4
1664,-37.63600441,-68.71185992,4
1865,-37.63454931,-68.71780188,14
1901,-37.62953834,-68.721338,14
1865,-37.62807313,-68.71829646,4
1680,-37.63024913,-68.72075699,4
1895,-37.63154878,-68.72217444,14
1683,-37.62993224,-68.71150316,4
1862,-37.63224937,-68.71051023,4
1680,-37.63352213,-68.70804983,4
1857,-37.6354558,-68.70965778,4
1890,-37.63758849,-68.70632937,4
1660,-37.63739479,-68.70622733,4
1701,-37.63733528,-68.70640442,4
1710,-37.64085175,-68.71248277,4
1853,-37.6401468,-68.70833931,14
1876,-37.6399824,-68.70437896,14
1708,-37.63757672,-68.71691113,4
1700,-37.64211902,-68.70972376,4
2256,-37.64237831,-68.70406125,4
1858,-37.64093716,-68.70026079,4
1862,-37.6393014,-68.69740532,4
1699,-37.64607963,-68.70066704,4
2461,-37.65098745,-68.72577846,20
1936,-37.64934354,-68.7053613,20
1850,-37.65046966,-68.68833733,4
1822,-37.65131523,-68.6784222,14
1880,-37.62517286,-68.73416107,14
2170,-37.65619565,-68.7607682,4
1907,-38.0202611,-69.25455432,14
1863,-38.03932583,-69.22228775,14
1805,-38.05233984,-69.22125678,14
2012,-37.9917845,-69.32907021,14
1446,-37.99316003,-69.51503248,14
1730,-38.0012322,-69.33281458,14
2012,-38.00915813,-69.34725332,14
2049,-38.01515303,-69.32917073,14
1944,-38.016541,-69.29071091,14
1934,-38.03948708,-69.29575325,14
1945,-38.04134426,-69.26958098,14
1950,-38.10900394,-69.29146831,14
1868,-38.10024781,-69.23346102,14
1921,-38.11387438,-69.23403475,14
1935,-38.12339999,-69.22449999,14
1989,-38.13684498,-69.28229101,14
1959,-38.13742507,-69.29242558,14
1923,-38.17669999,-69.3498,14
1932,-38.18459999,-69.33179999,14
1830,-38.17907985,-69.17997967,14
1906,-38.12546344,-69.26365978,14
1924,-38.13134366,-69.23343375,14
2855,-38.13539687,-69.2561525,14
1898,-38.14036693,-69.21825451,14
1890,-38.141744,-69.20615243,14
1840,-38.16715908,-69.20007735,14
1734,-38.16992571,-69.15855435,14
1887,-38.17969999,-69.19609999,14
1946,-38.05485604,-69.28697566,14
2172,-38.06483545,-69.2831598,14
2975,-38.11746672,-69.29916071,14
2880,-38.08187774,-68.59755419,15
2894,-38.26213297,-68.74991006,19
2488,-38.25975089,-68.70820388,19
2709,-38.23528781,-68.81943566,19
3500,-38.28406243,-68.85623534,14
1796,-38.19847305,-69.14372217,14
1792,-38.21123615,-69.16255504,14
1785,-38.22470592,-69.16213961,14
1716,-38.23333159,-69.16303449,14
1706,-38.23316929,-69.14409344,14
1755,-38.22439341,-69.13963741,14
1788,-38.25017896,-69.15225425,14
1750,-38.24882444,-69.10940787,14
1788,-38.23844643,-69.15133139,14
5308,-38.39753487,-68.95073766,16
2450,-38.40734336,-69.00900092,7
3905,-38.37057996,-68.9532583,19
2375,-38.36083649,-68.9623608,16
2325,-38.36241962,-68.958698,19
2245,-38.33408963,-68.93683943,19
2360,-38.33534321,-68.97969422,13
2290,-38.32928022,-68.99255645,19
2600,-38.31903966,-69.01292038,19
2304,-38.30869137,-69.02680571,19
2310,-38.3135548,-69.00613834,19
2259,-38.30293789,-68.99918515,19
3124,-38.29248554,-69.0142135,19
2475,-38.29654717,-69.02317697,19
2629,-38.29523109,-69.03206648,19
2206,-38.29731917,-69.05346519,19
2246,-38.28023488,-69.03118405,19
2402,-38.25458482,-68.97636924,19
1122,-37.31693996,-69.09335101,0
1076,-37.3232,-69.09339999,0
1119,-37.32149286,-69.09966069,0
1162,-37.32920906,-69.10909594,0
1086,-37.32963237,-69.10532016,0
1055,-37.32950978,-69.10131124,0
1162,-37.33277351,-69.10911701,0
2205,-37.94976378,-69.06628939,19
1792,-37.96229862,-69.04299902,19
1115,-37.99269328,-68.98084124,4
2159,-37.98361337,-68.99039456,4
2202,-38.00408577,-68.89620419,19
2421,-38.01767793,-68.80703415,19
2459,-38.05076397,-68.79629315,19
2425,-38.06714527,-68.83003108,19
2401,-38.06671225,-68.79492342,19
2419,-38.07705768,-68.83517282,19
2467,-38.07795573,-68.82678036,19
2468,-38.08436782,-68.84135816,19
2492,-38.08769299,-68.82683351,19
2505,-38.09652948,-68.83007225,19
2361,-38.10671326,-68.80828534,19
2424,-38.08483801,-68.80343913,19
2398,-38.09349312,-68.7960996,19
2363,-38.05656066,-68.84562111,19
2350,-38.06270489,-68.85961094,19
3027,-38.04891354,-68.8573519,19
2450,-38.04144238,-68.83211682,19
2570,-37.97925105,-68.76750082,19
1950,-37.97156751,-68.75451886,19
2347,-37.97563693,-68.79485369,19
1682,-37.96507636,-68.97417707,4
2577,-37.96479742,-68.97277401,19
2507,-37.96612242,-68.97405571,19
2699,-37.95158036,-68.99901482,4
2651,-37.94471717,-68.98436522,4
1921,-37.89400899,-68.9957723,4
3028,-37.8895579,-68.94162932,19
999999,-37.8796808,-68.84829133,19
2580,-37.88825582,-69.04552012,14
2980,-37.96302265,-68.95355595,19
2500,-38.01895388,-69.02893529,19
2217,-37.90252339,-68.41519104,19
2225,-37.90697495,-68.41762793,19
2100,-37.91191064,-68.42003286,19
2449,-37.99210025,-68.34833916,19
